,house_name,zone,meters,direction,decora,Elevator,floor,year,floorh,totalPrice,unitPrice
284,名仕嘉园 ,1室1厅,53.26平米,西北,精装,有电梯,22,2003,高楼层,178,33421
285,兴达新寓二村 ,2室1厅,64.15平米,南北,简装,无电梯,7,1999,中楼层,208,32425
286,水西门大街153号 ,2室1厅,63.63平米,南北,精装,无电梯,8,1999,中楼层,165,25932
287,东升村 ,3室1厅,84.27平米,南北,其他,无电梯,6,1991,低楼层,298,35363
288,苏建豪庭 ,2室2厅,94.52平米,南北,精装,无电梯,6,2005,中楼层,390,41262
289,三九五九巷 ,5室2厅,179.02平米,东西,其他,NA,7,1996,高楼层,380,21227
290,城西纺织公寓 ,2室1厅,63.64平米,南北,其他,无电梯,7,1999,中楼层,220,34570
291,爱达花园紫藤园 ,4室2厅,136.96平米,南北,简装,无电梯,6,2003,高楼层,380,27746
292,彩虹苑 ,6室3厅,133.77平米,南北,精装,无电梯,7,2000,高楼层,400,29903
293,金地名京 ,2室2厅,80.04平米,东西,精装,有电梯,17,2010,低楼层,328,40980
294,汉中门大街3号 ,3室1厅,88.66平米,南,精装,有电梯,7,1996,中楼层,280,31582
295,水西门大街153号 ,2室2厅,70.25平米,南,精装,无电梯,8,1999,高楼层,165,23488
296,江南名府 ,3室2厅,117.14平米,南北,精装,有电梯,11,2002,低楼层,415,35428
297,金地名京 ,4室2厅,252.96平米,南北,精装,有电梯,11,2010,低楼层,978,38663
298,融侨中央花园1期 ,2室2厅,87.49平米,南北,简装,有电梯,18,2009,低楼层,370,42291
299,虹苑新寓一村 ,3室1厅,82.08平米,南北,简装,无电梯,7,1996,中楼层,238,28997
300,名仕嘉园 ,2室2厅,91.72平米,南西南,精装,有电梯,22,2005,中楼层,318,34671
301,金基唐城 ,4室2厅,141.46平米,南北,精装,有电梯,26,2005,高楼层,590,41708
302,名仕嘉园 ,2室2厅,91.72平米,南西南,精装,有电梯,22,2005,中楼层,318,34671
303,银城西堤国际六区 ,2室2厅,105.82平米,南,精装,有电梯,18,2010,低楼层,522,49330
304,水西门大街87号 ,2室1厅,72.05平米,南,简装,有电梯,24,1999,低楼层,205,28453
305,沁园村 ,3室2厅,105.75平米,南北,精装,有电梯,16,2009,低楼层,605,57211
306,典雅居 ,3室2厅,125.21平米,南北,简装,无电梯,6,2000,中楼层,388,30988
307,虹苑新寓三村 ,3室1厅,57.78平米,东北,其他,无电梯,8,1996,中楼层,155,26826
308,仁恒江湾城二期 ,3室2厅,153.87平米,南北,精装,有电梯,32,2010,低楼层,850,55242
309,奥体新城海棠园 ,2室2厅,93.05平米,南北,毛坯,有电梯,10,2010,高楼层,430,46212
310,万达东坊 ,3室2厅,127.11平米,南北,精装,有电梯,16,2009,低楼层,488,38392
311,吉庆家园金秋苑 ,3室2厅,125.47平米,东南北,其他,无电梯,6,2003,低楼层,395,31482
312,滨江奥城观澜苑 ,3室2厅,118.72平米,南北,其他,有电梯,11,2008,中楼层,500,42116
313,虹苑新寓五村 ,2室1厅,53.86平米,南北,其他,无电梯,7,1998,中楼层,165,30635
314,滨江奥城听雨苑 ,2室2厅,85.84平米,南北,简装,无电梯,5,2005,高楼层,385,44851
315,桃园居 ,3室2厅,64.9平米,南北,毛坯,无电梯,6,2000,高楼层,250,38521
316,苏宁睿城 ,3室2厅,137.59平米,南,其他,有电梯,33,2012,低楼层,675,49059
317,兴达新寓二村 ,3室1厅,77.22平米,南北,简装,无电梯,6,1999,低楼层,265,34318
318,金基唐城 ,4室2厅,142.54平米,南,精装,有电梯,28,2005,低楼层,600,42094
319,健园 ,2室1厅,50.48平米,南北,精装,无电梯,6,1996,高楼层,145,28725
320,爱达花园兰花园 ,2室1厅,66.11平米,南北,简装,无电梯,7,1995,高楼层,157,23749
321,宏普捷座 ,2室1厅,48.07平米,南,其他,有电梯,20,2009,低楼层,258,53672
322,宋都美域沁园 ,3室2厅,132.56平米,南北,其他,有电梯,11,2006,中楼层,610,46017
323,城西纺织公寓 ,2室1厅,73.3平米,南,精装,无电梯,7,1999,中楼层,242,33016
324,融侨中央花园2期 ,2室2厅,94.72平米,南,其他,有电梯,18,2008,中楼层,420,44342
325,华润悦府 ,4室2厅,291.14平米,南北,精装,有电梯,26,2014,高楼层,1510,51866
326,腾达雅苑 ,3室3厅,141.89平米,南北,精装,无电梯,6,2002,高楼层,375,26429
327,金基汇锦国际 ,2室2厅,49.79平米,南北,精装,有电梯,12,2009,低楼层,280,56237
328,紫鑫中华广场 ,3室2厅,141.52平米,南,精装,有电梯,32,2005,高楼层,485,34271
329,碧瑶花园一期 ,2室2厅,111.45平米,南北,其他,无电梯,5,2008,低楼层,535,48004
330,中北英郡 ,3室2厅,101.32平米,南北,精装,有电梯,11,2014,高楼层,470,46388
331,叠彩丽庭 ,2室1厅,86.16平米,南北,其他,NA,6,2002,高楼层,340,39462
332,天都芳庭 ,3室2厅,127.84平米,南北,其他,无电梯,6,2003,中楼层,430,33636
333,紫鑫中华广场 ,3室2厅,141.52平米,南,精装,有电梯,32,2005,高楼层,485,34271
334,兴隆新寓兴宏园 ,3室1厅,78.71平米,南,其他,无电梯,7,2000,中楼层,278,35320
335,健园 ,2室1厅,51.35平米,南北,其他,NA,7,1996,低楼层,152,29601
336,利星公寓 ,3室2厅,119.66平米,南北,其他,无电梯,7,1999,低楼层,350,29250
337,仁园 ,2室1厅,58.8平米,南北,精装,NA,6,1993,中楼层,179,30443
338,五矿御江金城 ,4室1厅,176.31平米,南北,毛坯,有电梯,33,2012,高楼层,740,41972
339,万和源居 ,3室2厅,122.24平米,南,精装,有电梯,24,2003,低楼层,470,38449
340,金马郦城 ,4室3厅,92.25平米,南,精装,无电梯,5,2006,中楼层,528,57236
341,中和园 ,4室2厅,127.23平米,南,精装,有电梯,18,2008,高楼层,420,33012
342,名仕嘉园 ,2室2厅,91.72平米,南西北,精装,有电梯,22,2005,高楼层,309,33690
343,吉庆家园仲夏苑 ,3室2厅,90.88平米,南,其他,无电梯,6,2003,高楼层,290,31911
344,真园 ,3室1厅,76.53平米,南,其他,无电梯,7,1996,高楼层,206,26918
345,凤凰和熙一期 ,2室2厅,89.7平米,南北,其他,有电梯,18,2009,中楼层,428,47715
346,香缇丽舍 ,3室2厅,115.41平米,南北,其他,有电梯,22,2004,低楼层,358,31020
347,弘瑞广场 ,2室2厅,81.68平米,南北,其他,有电梯,10,2009,中楼层,335,41014
348,白鹭花园莺歌苑 ,3室1厅,80.73平米,南西北,精装,无电梯,7,2000,中楼层,305,37781
349,仁园 ,2室1厅,49.91平米,南北,其他,无电梯,6,1996,高楼层,148,29654
350,积善新寓睦和园 ,1室1厅,46.45平米,南北,简装,无电梯,7,2003,高楼层,158,34016
351,今日家园丹桂居 ,3室2厅,94.34平米,南北,简装,无电梯,6,2001,高楼层,368,39008
352,佳和园 ,2室1厅,70.3平米,南北,精装,NA,33,2009,中楼层,305,43386
353,发园 ,2室2厅,74.58平米,南北,精装,NA,6,2002,高楼层,259,34728
354,苏宁睿城 ,3室2厅,143.26平米,南北,精装,有电梯,32,2013,低楼层,800,55843
355,怡康新寓 ,4室2厅,136.03平米,南北,精装,无电梯,5,2002,高楼层,380,27936
356,五矿御江金城 ,4室2厅,176.31平米,南北,精装,有电梯,33,2012,中楼层,765,43390
357,金基唐城 ,3室2厅,118.48平米,南北,精装,有电梯,11,2005,中楼层,540,45578
358,奥体新城木樨园 ,2室1厅,95.17平米,南北,简装,有电梯,11,2006,低楼层,453,47600
359,江南名府 ,3室2厅,116.1平米,南北,精装,无电梯,6,2003,低楼层,460,39622
360,滨江奥城观澜苑 ,2室2厅,105.65平米,南,精装,有电梯,19,2008,中楼层,391,37009
361,金地名京 ,4室2厅,186.92平米,南北,精装,有电梯,11,2010,中楼层,950,50824
362,金陵世家 ,5室2厅,181.48平米,南北,简装,无电梯,6,2003,低楼层,450,24797
363,银城西堤国际六区 ,4室2厅,140.23平米,南北,精装,有电梯,18,2010,中楼层,710,50632
364,滨江奥城听雨苑 ,3室2厅,137.25平米,南北,毛坯,无电梯,5,2012,低楼层,580,42259
365,南湖春晓嘉怡苑 ,3室2厅,118.19平米,南北,精装,无电梯,6,2002,低楼层,385,32575
366,开园 ,2室1厅,61.11平米,南北,其他,无电梯,7,1998,中楼层,198,32401
367,吉庆家园仲夏苑 ,2室2厅,83.91平米,南,其他,无电梯,6,2003,高楼层,255,30390
368,蓝瑟公寓 ,2室1厅,67.39平米,西北,精装,有电梯,20,2012,高楼层,265,39324
369,澄园 ,2室1厅,77.13平米,南北,简装,无电梯,7,2000,高楼层,255,33062
370,银城西堤国际一区 ,2室2厅,107.76平米,南,精装,有电梯,18,2006,高楼层,523,48534
371,白鹭花园莺歌苑 ,3室2厅,123.38平米,东南,简装,无电梯,6,2000,低楼层,365,29584
372,云锦美地碧云居 ,3室1厅,121.96平米,南北,精装,有电梯,10,2007,高楼层,459,37636
373,铂领公寓 ,3室1厅,106.04平米,南北,毛坯,有电梯,11,2007,高楼层,360,33950
374,润花园 ,3室2厅,124.4平米,南北,精装,有电梯,18,2006,低楼层,528,42444
375,积善新寓丰勤园 ,3室2厅,153.18平米,南北,简装,无电梯,5,2003,高楼层,418,27289
376,万科光明城市东苑 ,3室2厅,140.99平米,南北,精装,NA,18,2006,高楼层,650,46103
377,虹苑新寓三村 ,2室1厅,64.49平米,南北,其他,无电梯,7,1996,低楼层,208,32254
378,怡康新寓 ,2室2厅,98.18平米,南北,其他,有电梯,9,2004,低楼层,305,31066
379,中和园 ,3室2厅,101.9平米,南,其他,有电梯,18,2008,低楼层,330,32385
380,名仕嘉园 ,3室2厅,111.33平米,南西,精装,有电梯,22,2003,低楼层,376,33774
381,万达东坊 ,2室1厅,72.08平米,南,精装,有电梯,8,2009,中楼层,310,43008
382,金基唐城 ,4室2厅,174.2平米,南,简装,有电梯,27,2005,低楼层,788,45236
383,中和园 ,5室3厅,156.54平米,南北,精装,有电梯,18,2008,高楼层,520,33219
384,兴隆新寓兴宏园 ,3室2厅,76.32平米,南北,精装,无电梯,7,2000,高楼层,270,35378
385,莫愁东寓 ,2室1厅,71.21平米,南北,精装,无电梯,7,1997,高楼层,190,26682
386,金贸新村 ,2室1厅,78.77平米,南北,精装,有电梯,7,1996,中楼层,255,32373
387,仁恒G53 ,3室2厅,112.62平米,东南,精装,NA,17,2012,中楼层,575,51057
388,腾达雅苑 ,4室3厅,154.6平米,南北,精装,NA,6,2002,高楼层,418,27038
389,健园 ,3室1厅,79.82平米,南北,其他,无电梯,6,1994,高楼层,220,27563
390,育英村 ,3室1厅,69.83平米,南北,精装,NA,6,NA,高楼层,203,29071
391,育英村 ,3室1厅,69.83平米,南北,精装,NA,6,NA,高楼层,203,29071
392,艺苑村 ,2室1厅,58.77平米,南北,精装,无电梯,6,1985,高楼层,173,29437
393,万达华府西苑 ,2室2厅,85.44平米,南,其他,NA,11,2006,高楼层,460,53839
394,虹苑新寓二村 ,1室1厅,41.82平米,南北,其他,NA,7,1996,低楼层,140,33477
395,拉德芳斯 ,3室2厅,139.01平米,南,其他,NA,15,2007,低楼层,650,46760
396,玉塘东街4号 ,2室1厅,66.51平米,南,简装,无电梯,5,1995,高楼层,188,28267
397,莫园新寓 ,2室2厅,95.09平米,南北,简装,有电梯,7,1998,高楼层,236,24819
398,仁恒江湾城一期 ,4室2厅,176.62平米,南北,精装,有电梯,33,2010,中楼层,1000,56619
399,爱达花园紫藤园 ,3室2厅,97.55平米,南北,简装,无电梯,6,2003,中楼层,280,28704
400,新禧家园 ,3室2厅,112.76平米,南北,精装,无电梯,5,2001,高楼层,347,30774
401,名仕嘉园 ,1室1厅,36.18平米,北,简装,有电梯,22,2005,高楼层,112,30957
402,银河湾福苑 ,1室0厅,30.53平米,东,简装,NA,11,2009,高楼层,125,40944
403,舒心苑 ,2室2厅,95.1平米,南,精装,有电梯,9,2003,中楼层,348,36594
404,尚文西苑 ,5室2厅,171.7平米,南北,精装,NA,6,NA,高楼层,420,24462
405,鸿仁名居 ,3室2厅,140.71平米,南北,精装,有电梯,19,2004,中楼层,450,31981
406,香缇丽舍 ,2室2厅,91.04平米,南,其他,有电梯,22,2004,低楼层,289,31745
407,保利香槟国际 ,3室2厅,117.68平米,南,其他,有电梯,18,2013,低楼层,580,49287
408,金贸新村 ,3室2厅,99.14平米,南北,精装,有电梯,7,1998,中楼层,300,30261
409,弘瑞广场 ,2室2厅,78.86平米,南北,其他,有电梯,10,2009,中楼层,335,42481
410,怡康新寓 ,5室3厅,77.71平米,南北,其他,无电梯,6,2004,高楼层,290,37319
411,万达西地一期 ,3室2厅,133.36平米,南北,毛坯,有电梯,29,2009,中楼层,506,37943
412,怡康新寓 ,3室2厅,140.98平米,南北,精装,有电梯,9,2004,中楼层,403,28586
413,五矿御江金城 ,4室2厅,176.31平米,南北,毛坯,有电梯,33,2012,高楼层,725,41121
414,兴达新寓二村 ,2室1厅,62.33平米,南北,简装,无电梯,7,1999,高楼层,200,32088
415,佳和园 ,2室1厅,70.3平米,南,毛坯,有电梯,33,2009,低楼层,303,43101
416,佳和园 ,2室1厅,66.65平米,南北,简装,有电梯,33,2009,中楼层,288,43211
417,五矿御江金城 ,4室2厅,176.31平米,南北,毛坯,有电梯,33,2012,低楼层,680,38569
418,中海塞纳丽舍西苑 ,2室1厅,92.31平米,南北,精装,有电梯,11,2005,中楼层,465,50374
419,腾达雅苑 ,3室1厅,93.35平米,南北,精装,无电梯,6,2002,高楼层,345,36958
420,开园 ,3室1厅,77.4平米,南,其他,无电梯,7,1998,高楼层,220,28424
421,中海塞纳丽舍东苑 ,3室2厅,134.04平米,南北,其他,有电梯,11,2007,中楼层,690,51478
422,金基汇锦国际 ,3室2厅,139.83平米,南,精装,有电梯,20,2009,中楼层,650,46486
423,万科光明城市西苑 ,2室1厅,71.22平米,南北,其他,有电梯,16,2008,低楼层,370,51952
424,五矿御江金城 ,4室2厅,176.31平米,南北,毛坯,有电梯,33,2012,低楼层,680,38569
425,朗诗国际街区中园 ,3室2厅,120.48平米,东东南,其他,NA,18,2007,低楼层,550,45651
426,融侨中央花园1期 ,3室2厅,116.6平米,南北,精装,有电梯,18,2009,低楼层,490,42025
427,白鹭花园莺歌苑 ,2室2厅,43.1平米,南北,精装,无电梯,7,2000,高楼层,170,39444
428,真园 ,2室1厅,65.26平米,东南,其他,NA,7,1996,低楼层,220,33712
429,万科光明城市东苑 ,3室2厅,115.16平米,南,精装,有电梯,18,2006,低楼层,550,47760
430,云河湾 ,2室2厅,92.66平米,南,精装,有电梯,18,2005,高楼层,360,38852
431,五矿御江金城 ,4室2厅,176.1平米,南北,精装,有电梯,33,2012,低楼层,785,44577
432,舒心苑 ,4室2厅,154.11平米,南,精装,有电梯,11,2003,高楼层,628,40751
433,云锦美地绮云居 ,5室2厅,187.28平米,南北,精装,无电梯,6,2003,高楼层,550,29368
434,天正滨江花园 ,4室2厅,237.35平米,东西,精装,有电梯,18,2012,高楼层,1060,44660
435,万达西地一期 ,3室2厅,118.48平米,南北,简装,有电梯,29,2009,高楼层,445,37560
436,华隆新寓一村 ,2室1厅,43.11平米,南北,简装,无电梯,6,1999,低楼层,130,30156
437,梅花里 ,2室1厅,53.7平米,南北,简装,无电梯,5,1988,中楼层,155,28865
438,兴隆新寓兴宏园 ,1室1厅,34.75平米,南北,其他,无电梯,7,2000,低楼层,130,37411
439,蓝瑟公寓 ,2室1厅,67.39平米,南北,精装,有电梯,20,2012,中楼层,290,43034
440,虹苑新寓四村 ,3室1厅,75.91平米,南北,其他,无电梯,7,1998,高楼层,195,25689
441,水西门大街 ,2室1厅,52.25平米,南北,其他,无电梯,7,1979,低楼层,145,27752
442,虹苑新寓一村 ,2室1厅,65.77平米,南北,精装,无电梯,7,1996,高楼层,208,31626
443,保利香槟国际 ,4室2厅,185.95平米,南北,简装,有电梯,18,2011,高楼层,880,47325
444,江南名府 ,3室2厅,114.34平米,南北,精装,无电梯,6,2003,中楼层,435,38045
445,名仕嘉园 ,3室2厅,126.49平米,西南,简装,有电梯,20,2005,中楼层,429,33916
446,美丽嘉园 ,4室2厅,134.7平米,南北,精装,有电梯,11,2002,中楼层,498,36972
447,万达西地一期 ,2室1厅,88.34平米,南北,其他,NA,29,2009,低楼层,375,42450
448,华润悦府 ,4室2厅,284.43平米,南北,其他,有电梯,28,2014,高楼层,1650,58011
449,弘瑞广场 ,5室2厅,168.91平米,南北,精装,有电梯,10,2009,高楼层,750,44403
450,爱达花园紫藤园 ,4室2厅,156.75平米,南,其他,无电梯,6,2003,高楼层,392,25008
451,爱达花园紫藤园 ,4室2厅,156.75平米,南,其他,无电梯,6,2003,高楼层,392,25008
452,澄园 ,3室2厅,98.96平米,南北,精装,无电梯,7,2000,高楼层,305,30821
453,典雅居 ,4室2厅,148.27平米,南,其他,有电梯,11,2000,中楼层,500,33723
454,江南名府 ,4室2厅,141.37平米,南西北,其他,无电梯,6,2003,中楼层,500,35369
455,金马郦城 ,4室2厅,86.38平米,南北,精装,无电梯,6,2005,高楼层,480,55569
456,万达西地一期 ,2室1厅,88.34平米,南北,其他,NA,29,2009,低楼层,375,42450
457,苏建艳阳居 ,3室1厅,114.98平米,南北,其他,无电梯,6,2004,低楼层,415,36094
458,紫金西区中央 ,1室1厅,45.52平米,东,其他,NA,19,2006,中楼层,228,50088
459,贡园 ,2室1厅,63.67平米,南,其他,无电梯,6,1999,中楼层,200,31412
460,开园 ,1室1厅,39.73平米,南,其他,NA,7,1998,中楼层,115,28946
461,茶花里 ,1室1厅,39.1平米,东南北,其他,无电梯,6,1988,中楼层,121,30947
462,南湖边 ,3室1厅,78.33平米,南,其他,有电梯,22,1999,低楼层,236,30129
463,虹苑新寓五村 ,2室1厅,62.85平米,南北,精装,无电梯,6,1998,高楼层,173,27526
464,滨江奥城观澜苑 ,2室2厅,96.81平米,南北,精装,有电梯,11,2008,高楼层,380,39253
465,露园 ,2室1厅,53.27平米,南北,其他,无电梯,5,1992,中楼层,170,31913
466,白鹭花园凤栖苑 ,3室1厅,68.46平米,南北,简装,NA,7,1998,高楼层,210,30675
467,嘉业阳光城天景苑一期 ,3室2厅,136.51平米,南北,精装,有电梯,11,2009,中楼层,615,45052
468,嘉业阳光城天景苑一期 ,2室2厅,99.23平米,南,精装,有电梯,18,2009,低楼层,439,44241
469,碧虹苑 ,2室1厅,70.62平米,南北,简装,无电梯,7,2000,中楼层,212,30020
470,碧瑶花园二期 ,2室2厅,106平米,南北,精装,有电梯,9,2010,低楼层,540,50944
471,仁恒G53 ,1室2厅,76.83平米,东,精装,有电梯,17,2012,高楼层,370,48159
472,国信利德家园 ,5室3厅,230.96平米,东南,精装,有电梯,12,2004,高楼层,692,29962
473,江南名府 ,4室2厅,145.8平米,南北,简装,无电梯,5,2003,高楼层,425,29150
474,积善新寓睦和园 ,2室1厅,63.33平米,南北,其他,无电梯,6,2003,高楼层,219,34581
475,万科光明城市西苑 ,2室2厅,92.95平米,南,其他,有电梯,18,2008,中楼层,465,50027
476,金基唐城 ,3室2厅,110平米,南北,其他,有电梯,9,2001,中楼层,550,50000
477,牌坊街 ,2室1厅,50.55平米,南北,其他,无电梯,6,1995,低楼层,140,27696
478,水西门大街 ,2室1厅,60.59平米,南北,其他,无电梯,6,1996,低楼层,188,31029
479,奥体新城青桐园 ,2室1厅,92平米,南,其他,有电梯,18,2011,中楼层,450,48914
480,福园 ,2室1厅,60.97平米,南北,精装,无电梯,7,1993,中楼层,192,31491
481,万达西地二期 ,2室2厅,81.19平米,南,简装,有电梯,28,2009,高楼层,345,42493
482,天正滨江花园 ,4室2厅,226.47平米,南北,毛坯,有电梯,18,2011,中楼层,910,40182
483,弘瑞广场 ,2室1厅,70.62平米,南北,简装,有电梯,11,2009,低楼层,270,38233
484,万科光明城市东苑 ,4室2厅,203.13平米,南北,精装,有电梯,18,2007,高楼层,968,47655
485,万达东坊 ,2室2厅,87.58平米,南,精装,有电梯,8,2009,高楼层,360,41106
486,宏普捷座 ,2室2厅,56.22平米,南西,精装,有电梯,20,2009,中楼层,268,47670
